UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl
5fb18d4d-213f-4d83-a179-daaf11939e78,Rim Fire,2013-08-17T15:25:00Z,257314,100,Tuolumne,/incidents/2013/8/17/rim-fire/
bf37805e-1cc2-4208-9972-753e47874c87,Powerhouse Fire,2013-05-30T15:28:00Z,30274,100,Los Angeles,/incidents/2013/5/30/powerhouse-fire/
a3149fec-4d48-427c-8b2c-59e8b79d59db,Mountain Fire,2013-07-15T13:43:00Z,27531,100,Riverside,/incidents/2013/7/15/mountain-fire/
8213f5c7-34fa-403b-a4bc-da2ace6e6625,American Fire,2013-08-10T16:30:00Z,27440,100,Placer,/incidents/2013/8/10/american-fire/
46731fb8-3350-4920-bdf7-910ac0eb715c,Springs Fire,2013-05-02T07:01:00Z,24251,100,Ventura,/incidents/2013/5/2/springs-fire/
bee8c339-4f26-4b78-a5b4-a8a0ebdb8786,Aspen Fire,2013-07-22T22:15:00Z,22992,100,Fresno,/incidents/2013/7/22/aspen-fire/
c400203b-a7fd-4bd8-803a-f3c74bc32a2b,Silver Fire,2013-08-07T14:05:00Z,20292,100,Riverside,/incidents/2013/8/7/silver-fire/
ba76c009-09c9-497c-b923-1ac8cf05c20d,Salmon River Complex,2013-07-31T22:00:00Z,14754,100,Siskiyou,/incidents/2013/7/31/salmon-river-complex/
f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6,Corral Complex,2013-08-10T11:40:00Z,12503,100,Humboldt,/incidents/2013/8/10/corral-complex/
956dbcf6-db40-4b61-b235-4ede14738f1e,Deer Fire,2013-08-23T14:15:00Z,11429,100,Tehama,/incidents/2013/8/23/deer-fire/
92af9783-eda9-4186-afe9-447f61a92636,Clover Fire,2013-09-09T12:32:00Z,8073,100,Shasta,/incidents/2013/9/9/clover-fire/
ee19b2ec-a96a-4738-994e-fb3ea016e053,Chariot Fire,2013-07-06T12:55:00Z,7055,100,San Diego,/incidents/2013/7/6/chariot-fire/
53122f0f-fefc-4dbf-b2d8-566b42ced66d,Panther Fire,2013-05-01T09:12:00Z,6965,100,Tehama,/incidents/2013/5/1/panther-fire/
e0d038e9-0926-4c05-8317-ec7075a04b12,Grand Fire,2013-05-15T12:50:00Z,4346,100,Kern,/incidents/2013/5/15/grand-fire/
e0d038e9-0926-4c05-8317-ec7075a04b12,Grand Fire,2013-05-15T12:50:00Z,4346,100,Ventura,/incidents/2013/5/15/grand-fire/
b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,McCabe Fire,2013-11-22T02:04:00Z,3505,100,Sonoma,/incidents/2013/11/22/mccabe-fire/
a1b14be5-a8cf-4e40-8588-96becf4c5879,Summit Fire,2013-05-01T12:38:00Z,3166,100,Riverside,/incidents/2013/5/1/summit-fire/
e33b2d80-7fec-4470-9e79-440d349b0d95,Morgan Fire,2013-09-08T13:08:00Z,3111,100,Contra Costa,/incidents/2013/9/8/morgan-fire/
859479e3-918c-42c6-bb74-5fdc17930a16,San Felipe Fire,2013-05-23T12:20:00Z,2781,100,San Diego,/incidents/2013/5/23/san-felipe-fire/
0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,Swedes Fire,2013-08-16T16:37:00Z,2462,100,Butte,/incidents/2013/8/16/swedes-fire/
9fb847ce-44c7-4a11-a733-a6cc82838671,DeLuz Fire,2013-10-05T12:45:00Z,2236,100,San Diego,/incidents/2013/10/5/deluz-fire/
a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,Fish Fire,2013-08-24T14:31:00Z,2060,100,Tulare,/incidents/2013/8/24/fish-fire/
abc61995-8bea-4be1-aa49-ee378ab3baaa,White Fire,2013-05-27T14:45:00Z,1984,100,Santa Barbara,/incidents/2013/5/27/white-fire/
bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,Carstens Fire,2013-06-16T14:12:00Z,1708,100,Mariposa,/incidents/2013/6/16/carstens-fire/
4867ac70-663e-48f4-b9ae-ca0a486234ca,Falls Fire,2013-08-05T10:10:00Z,1383,100,Riverside,/incidents/2013/8/5/falls-fire/
07a5397c-a665-4f84-9a82-5f689cb2c8f3,General Fire,2013-05-26T12:04:00Z,1271,100,San Diego,/incidents/2013/5/26/general-fire/
1e8441c2-f426-40b4-9f4f-3de9f7e232b9,Power Fire,2013-08-05T06:00:00Z,1070,100,Tuolumne,/incidents/2013/8/5/power-fire/
0681ea77-2e43-43c4-9ae9-34fb168c0c03,Pfeiffer Fire,2013-12-16T00:20:00Z,917,100,Monterey,/incidents/2013/12/16/pfeiffer-fire/
5421868e-52ba-4737-8169-325e0aa040e4,Shirley Fire,2013-08-18T23:12:00Z,794,100,Kern,/incidents/2013/8/18/shirley-fire/
