UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl
8c788c0a-d1fc-46d7-a17c-23f786831f7d,Rough Fire ,2015-07-31T19:00:00Z,151623,100,Fresno,/incidents/2015/7/31/rough-fire/
7c83452f-e6f0-47af-aa25-1d0fff3a594f,River Complex,2015-07-30T22:30:00Z,77081,100,Trinity,/incidents/2015/7/30/river-complex/
23e85238-2966-452c-8f21-fa93a51e889b,Rocky Fire,2015-07-29T15:29:00Z,69438,100,Lake,/incidents/2015/7/29/rocky-fire/
33e56fb3-20fc-47a5-810c-6fccef8400be,Fork Complex,2015-07-30T21:30:00Z,36503,100,Trinity,/incidents/2015/7/30/fork-complex/
17616590-ce26-4c73-bf81-70d338d027ce,Lake Fire,2015-06-17T15:52:00Z,31359,100,San Bernardino,/incidents/2015/6/17/lake-fire/
450e1ea6-2ed7-4df2-b533-698b0c86dd40,Gasquet Complex,2015-07-31T21:00:00Z,30361,100,Del Norte,/incidents/2015/7/31/gasquet-complex/
7243645e-960d-4422-a281-cc6b42ca8938,South Complex,2015-07-30T16:00:00Z,29416,100,Trinity,/incidents/2015/7/30/south-complex/
94a7ae52-fed9-4997-b972-1761aa4b89ca,Jerusalem Fire,2015-08-09T15:34:00Z,25118,100,Lake,/incidents/2015/8/9/jerusalem-fire/
94a7ae52-fed9-4997-b972-1761aa4b89ca,Jerusalem Fire,2015-08-09T15:34:00Z,25118,100,Napa,/incidents/2015/8/9/jerusalem-fire/
293c6467-7b2e-43a3-94c1-41cec4339b67,Dodge Fire,2015-08-03T14:15:00Z,10570,100,Lassen,/incidents/2015/8/3/dodge-fire/
c4da9583-d7ad-4d8c-834c-3688c1bf3949,Nickowitz Fire,2015-08-01T23:23:00Z,7509,100,Del Norte,/incidents/2015/8/1/nickowitz-fire/
7ed61f45-7e2b-449b-8ead-d34b75a5e818,Round Fire,2015-02-06T14:07:00Z,7000,100,Inyo,/incidents/2015/2/6/round-fire/
7ed61f45-7e2b-449b-8ead-d34b75a5e818,Round Fire,2015-02-06T14:07:00Z,7000,100,Mono,/incidents/2015/2/6/round-fire/
c316e4c3-4455-4a12-8ecc-af75339adf8f,Cabin Fire,2015-07-19T08:00:00Z,6980,100,Tulare,/incidents/2015/7/19/cabin-fire/
8650f48d-5ea2-4dfc-96d2-f0d3f300b1e4,Willow Fire,2015-07-25T14:30:00Z,5702,100,Madera,/incidents/2015/7/25/willow-fire/
5bc18279-c038-4c2a-926c-433fe3cd4287,Humboldt Lightning Fires,2015-07-30T16:02:00Z,4883,100,Humboldt,/incidents/2015/7/30/humboldt-lightning-fires/
a063b897-28aa-43e5-b608-1b79f770050c,Frog Fire,2015-07-30T17:45:00Z,4863,100,Modoc,/incidents/2015/7/30/frog-fire/
3d81d2e5-d6e5-4368-864b-a9e29e7e5022,North Fire,2015-07-17T14:33:00Z,4250,100,San Bernardino,/incidents/2015/7/17/north-fire/
a195c911-2179-4591-ab00-e67297f2db04,Walker Fire,2015-08-14T21:31:00Z,3676,100,Mono,/incidents/2015/8/14/walker-fire/
8fc920eb-ca45-4d77-9a92-1326eca602d6,Tesla Fire,2015-08-19T14:45:00Z,2700,100,Alameda,/incidents/2015/8/19/tesla-fire/
fde8f46b-0225-4489-be2d-68453a524190,Cuesta Fire,2015-08-16T18:13:00Z,2446,100,San Luis Obispo,/incidents/2015/8/16/cuesta-fire/
d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3,Lowell Fire,2015-07-25T14:37:00Z,2304,100,Nevada,/incidents/2015/7/25/lowell-fire/
8049295f-23fe-4c7e-9be1-cded644dc737,Horno Fire,2015-08-13T13:03:00Z,1850,100,San Diego,/incidents/2015/8/13/horno-fire/
99cea36f-5797-409d-8be9-8140b2e63320,Park Hill Fire,2015-06-20T14:41:00Z,1791,100,San Luis Obispo,/incidents/2015/6/20/park-hill-fire/
