UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl,ExternalIncidentLink
3989e25c-3790-44d5-bf6d-50ca3fd04d95,Quail Fire,2021-07-20T13:52:41Z,50,100,Riverside,/incidents/2021/7/20/quail-fire/,NA
691ca75a-6419-40ab-87d7-bbe92796307c,Pine Fire,2021-06-23T13:42:00Z,50,100,Shasta,/incidents/2021/6/23/pine-fire/,NA
5ddee2f6-f32b-4664-a416-5cf4996290a5,Lawrence Fire,2021-09-05T10:40:20Z,46,100,Amador,/incidents/2021/9/5/lawrence-fire/,NA
8f768137-0c58-45e5-a8dd-1df9ecc7870f,Frenchtown Fire,2021-07-20T16:36:32Z,45,100,Yuba,/incidents/2021/7/20/frenchtown-fire/,NA
033ee676-f2f0-4ea8-bbc9-b0bb02de3462,Smalley Fire,2021-05-31T19:12:45.003Z,45,100,Madera,/incidents/2021/5/31/smalley-fire/,NA
aefbc94c-63b5-4767-aa12-a8bc8ed80d87,Settlers Fire,2021-05-19T14:56:00Z,45,100,El Dorado,/incidents/2021/5/19/settlers-fire/,NA
0b59568a-ab13-4acf-965a-18e9b18ae223,Dillard Fire,2021-05-08T17:29:49Z,44,100,Sacramento,/incidents/2021/5/8/dillard-fire/,NA
396abb9e-a291-4183-b0f6-798a5438868c,Fork Fire,2021-07-17T17:40:13Z,43,100,Tehama,/incidents/2021/7/17/fork-fire/,NA
925dcb5b-1885-407d-b441-10765a31ce97,Cannon Fire,2021-07-14T15:18:48.463Z,43,100,Tehama,/incidents/2021/7/14/cannon-fire/,NA
760bd55e-7296-44c7-a8ea-917e1751d811,Coyote Fire,2021-06-02T18:30:00Z,43,100,Riverside,/incidents/2021/6/2/coyote-fire/,NA
b38fdc2c-3108-4273-8a67-8d69bdbfb6bb,72 Fire,2021-01-19T14:48:24.8Z,43,100,Riverside,/incidents/2021/1/19/72-fire/,NA
83e251e4-196f-4db5-b5ba-bed8e300380c,Pomo Fire,2021-06-17T16:45:06Z,42,100,Lake,/incidents/2021/6/17/pomo-fire/,NA
909624c0-d36c-4b9a-8f34-a9e02961b883,Paseo Fire,2021-06-25T14:23:00Z,37,100,Santa Clara,/incidents/2021/6/25/paseo-fire/,NA
f62a9df9-8661-46de-88de-0b76128e0673,Dolicini Fire,2021-07-14T15:34:10.427Z,35,100,Marin,/incidents/2021/7/14/dolicini-fire/,NA
0794cd0a-12e3-4576-8692-45603ad6b246,Lilly Fire,2021-06-28T16:07:00Z,35,100,Madera,/incidents/2021/6/28/lilly-fire/,NA
d6b89198-5fd8-498f-8429-3d2994f496f9,Peak Fire,2021-06-28T10:52:00Z,35,100,San Bernardino,/incidents/2021/6/28/peak-fire/,NA
8d9ee304-6918-4f74-b7f1-ec8441020bf9,Silicon Fire,2021-06-14T11:40:00Z,35,100,Santa Clara,/incidents/2021/6/14/silicon-fire/,NA
ee1dc476-97d4-4da9-a2ba-d3e9f5116309,Quail Fire,2021-05-12T20:48:43.387Z,35,100,Yuba,/incidents/2021/5/12/quail-fire/,NA
da35c08b-9f0a-42b2-9e1f-b6e9a545d3fb,Woodman Fire,2021-04-01T15:56:00Z,35,100,Shasta,/incidents/2021/4/1/woodman-fire/,NA
09996c3f-3186-4c5d-8006-ced791b3ff40,Creek Fire,2021-06-09T20:00:00Z,34,100,Yolo,/incidents/2021/6/9/creek-fire/,NA
fb63695d-fd59-47dd-9247-e5a7099b5fce,Creek Fire,2021-05-04T13:28:00Z,32,100,Riverside,/incidents/2021/5/4/creek-fire/,NA
63892d1b-fd0d-4120-be74-242857e211ee,Salmon Fire,2021-05-01T21:02:48.82Z,32,100,El Dorado,/incidents/2021/5/1/salmon-fire/,NA
354a2576-907f-43a2-b152-46355e2bf94a,Border 13 Fire,2021-07-15T16:02:27Z,30,100,San Diego,/incidents/2021/7/15/border-13-fire/,NA
0c1abd92-b131-40f4-bcf7-f6d1871af6a1,R-1 Fire,2021-05-14T13:03:00Z,29,100,Lassen,/incidents/2021/5/14/r-1-fire/,NA
02ba1be4-fecc-49a6-927d-8da38d215851,Paso Fire,2021-04-12T18:44:23.98Z,28,100,San Diego,/incidents/2021/4/12/paso-fire/,NA
81777c5a-cf1d-4161-a261-97c55a8393c0,Slope Fire,2021-05-31T16:24:20.607Z,25,100,Fresno,/incidents/2021/5/31/slope-fire/,NA
8e8900a0-814f-425a-8b37-bd5098222959,Bluff Fire,2021-05-21T06:55:59.92Z,25,100,Humboldt,/incidents/2021/5/21/bluff-fire/,NA
1f31ac02-436e-4555-b7d1-32b636c11c17,Westwood Fire,2021-04-04T15:52:00Z,25,100,Ventura,/incidents/2021/4/4/westwood-fire/,NA
24117f47-d8e6-4f62-8077-d5bb6742eb9c,Arlanza Fire,2021-11-21T11:45:14Z,24,100,Riverside,/incidents/2021/11/21/arlanza-fire/,NA
0c3c5916-b391-4916-ad16-059c094da426,Line Fire,2021-03-28T14:43:24Z,23,100,Tuolumne,/incidents/2021/3/28/line-fire/,NA
68c11904-f38b-4aa0-ab90-b3c805c4e8cd,Manzanita Fire,2021-01-19T12:08:00Z,23,100,Madera,/incidents/2021/1/19/manzanita-fire/,NA
262f815e-e1b4-42d8-8889-6bb4638703e4,Middle Fire,2021-08-13T00:00:00Z,22,100,Sonoma,/incidents/2021/8/13/middle-fire/,NA
0249ff45-1a71-4a4f-88a7-6c1fc7a9aa20,Nelson Fire,2021-08-07T00:00:00Z,20,100,Shasta,/incidents/2021/8/7/nelson-fire/,NA
c9ccf962-449a-4fe8-a1ec-42672f023868,76 Fire,2021-06-20T17:32:36Z,20,100,Riverside,/incidents/2021/6/20/76-fire/,NA
53d124c0-3cc9-436a-8c35-87a9019a3d24,Tomki Fire,2021-05-21T15:36:15.307Z,18,100,Mendocino,/incidents/2021/5/21/tomki-fire/,NA
e8b4ee36-20b5-4d20-93a4-831ef2e5c659,Parkside Fire,2021-05-19T15:54:00Z,17,100,Riverside,/incidents/2021/5/19/parkside-fire/,NA
af05ba27-9105-4776-83a8-8ea786117476,K-Rail,2021-08-30T13:30:00Z,16,100,Humboldt,/incidents/2021/8/30/k-rail/,https://twitter.com/SixRiversNF?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
08a000bd-2c35-4409-abe9-961da323bbe2,Kathryn Fire,2021-06-15T13:30:00Z,15,100,Riverside,/incidents/2021/6/15/kathryn-fire/,NA
b3136d0f-6ef3-46ea-9342-6d6b0d82d274,Steins Fire,2021-06-26T13:05:41Z,11,100,El Dorado,/incidents/2021/6/26/steins-fire/,NA
f19d2b70-1d83-4abc-a173-7b00584e1c49,Mule Fire,2021-08-25T00:00:00Z,10,100,Shasta,/incidents/2021/8/25/mule-fire/,NA
26ec9c89-912e-4c23-a6c9-04b5dcb31970,Equestrian Fire,2021-06-16T14:03:42Z,10,100,El Dorado,/incidents/2021/6/16/equestrian-fire/,NA
3d2add8f-fc17-42d2-8cdc-884d40c0912c,Emigrant Fire,2021-09-17T13:34:00Z,NA,NA,Los Angeles,/incidents/2021/9/17/emigrant-fire/,https://inciweb.nwcg.gov/incident/7848/
48dcd1c3-e791-49d8-9435-1b358027b318,KNP Complex,2021-09-10T07:00:00Z,NA,NA,Tulare,/incidents/2021/9/10/knp-complex/,https://inciweb.nwcg.gov/incident/7838/
cb9d8266-3c5e-4c42-97a8-fdf0fa69a6b1,Windy Fire,2021-09-09T12:00:00Z,NA,NA,Tulare,/incidents/2021/9/9/windy-fire/,https://inciweb.nwcg.gov/incident/7841/
11804a96-faa3-4671-b420-6591e4e95f49,French Fire,2021-08-18T18:20:00Z,NA,NA,Kern,/incidents/2021/8/18/french-fire/,https://inciweb.nwcg.gov/incident/7813/
dc3380c7-ff32-4062-a4e8-be99b655f2c6,Antelope Fire,2021-08-01T11:28:25Z,NA,NA,Siskiyou,/incidents/2021/8/1/antelope-fire/,https://inciweb.nwcg.gov/incident/7764/
700200c7-a450-44f4-a447-244feb07925c,Sugar Fire,2021-07-02T16:04:00Z,NA,100,Plumas,/incidents/2021/7/2/sugar-fire/,NA
187580ca-f6fc-4cbb-bf50-a0e5daa43626,R-1 Fire,2021-06-30T20:49:00Z,NA,100,Lassen,/incidents/2021/6/30/r-1-fire/,NA
