UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl
90b0daf7-5d84-42d9-bb35-bb78d4faf950,Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,410203,100,Colusa,/incidents/2018/7/27/ranch-fire-mendocino-complex/
90b0daf7-5d84-42d9-bb35-bb78d4faf950,Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,410203,100,Glenn,/incidents/2018/7/27/ranch-fire-mendocino-complex/
90b0daf7-5d84-42d9-bb35-bb78d4faf950,Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,410203,100,Lake,/incidents/2018/7/27/ranch-fire-mendocino-complex/
90b0daf7-5d84-42d9-bb35-bb78d4faf950,Ranch Fire (Mendocino Complex),2018-07-27T12:05:00Z,410203,100,Mendocino,/incidents/2018/7/27/ranch-fire-mendocino-complex/
240b1f55-0f4e-448d-a4ce-3ecfec7a6c9d,Carr Fire,2018-07-23T13:15:00Z,229651,100,Shasta,/incidents/2018/7/23/carr-fire/
240b1f55-0f4e-448d-a4ce-3ecfec7a6c9d,Carr Fire,2018-07-23T13:15:00Z,229651,100,Trinity,/incidents/2018/7/23/carr-fire/
75dafe80-f18a-4a4a-9a37-4b564c5f6014,Camp Fire,2018-11-08T06:33:00Z,153336,100,Butte,/incidents/2018/11/8/camp-fire/
92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,Woolsey Fire,2018-11-08T14:24:00Z,96949,100,Los Angeles,/incidents/2018/11/8/woolsey-fire/
92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,Woolsey Fire,2018-11-08T14:24:00Z,96949,100,Ventura,/incidents/2018/11/8/woolsey-fire/
29d15973-a999-409e-adf4-486854df44ed,Ferguson Fire,2018-07-13T21:36:00Z,96901,100,Mariposa,/incidents/2018/7/13/ferguson-fire/
97ff14e8-6d08-4214-ad3b-847fa3a0e84a,County Fire,2018-06-30T14:12:00Z,90288,100,Napa,/incidents/2018/6/30/county-fire/
97ff14e8-6d08-4214-ad3b-847fa3a0e84a,County Fire,2018-06-30T14:12:00Z,90288,100,Yolo,/incidents/2018/6/30/county-fire/
ba818380-4001-46a2-ac04-d5f322cdf3b9,Delta Fire,2018-09-05T12:51:00Z,63311,100,Shasta,/incidents/2018/9/5/delta-fire/
ba818380-4001-46a2-ac04-d5f322cdf3b9,Delta Fire,2018-09-05T12:51:00Z,63311,100,Trinity,/incidents/2018/9/5/delta-fire/
af30fe23-6cfd-4fd6-b2d9-91648eeae814,River Fire (Mendocino Complex),2018-07-27T13:01:00Z,48920,100,Colusa,/incidents/2018/7/27/river-fire-mendocino-complex/
af30fe23-6cfd-4fd6-b2d9-91648eeae814,River Fire (Mendocino Complex),2018-07-27T13:01:00Z,48920,100,Lake,/incidents/2018/7/27/river-fire-mendocino-complex/
af30fe23-6cfd-4fd6-b2d9-91648eeae814,River Fire (Mendocino Complex),2018-07-27T13:01:00Z,48920,100,Mendocino,/incidents/2018/7/27/river-fire-mendocino-complex/
cb647b06-1772-4d65-8087-0b841fcfb502,Hirz Fire,2018-08-09T01:55:00Z,46150,100,Shasta,/incidents/2018/8/9/hirz-fire/
