UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl
977ac7ce-4204-4cd3-9f89-727142165261,Soberanes Fire,2016-07-22T08:48:00Z,132127,100,Monterey,/incidents/2016/7/22/soberanes-fire/
91816ff6-d4ec-4f31-8d40-bf2538aca09b,Erskine Fire,2016-06-23T15:51:00Z,48019,100,Kern,/incidents/2016/6/23/erskine-fire/
040d03d0-fbdd-438c-8174-f81e4a1bba57,Chimney Fire,2016-08-13T16:03:00Z,46344,100,San Luis Obispo,/incidents/2016/8/13/chimney-fire/
ea5193a1-69bc-4684-bfcd-235c17d36756,Blue Cut Fire,2016-08-16T10:44:00Z,36274,100,San Bernardino,/incidents/2016/8/16/blue-cut-fire/
85683fd7-b507-4ec7-8bbd-fb7033a42665,Gap Fire,2016-08-27T18:00:00Z,33867,100,Siskiyou,/incidents/2016/8/27/gap-fire/
dc3f57ff-a935-4c25-bbe3-e00eeb5b5f42,Rey Fire ,2016-08-18T17:57:00Z,32606,100,Santa Barbara,/incidents/2016/8/18/rey-fire/
e247e423-6171-4184-9dca-b373de703885,Cedar Fire,2016-08-16T16:35:00Z,29322,100,Kern,/incidents/2016/8/16/cedar-fire/
f6afb8c4-32dc-4e6d-8d30-e6b7ccd4a62f,Canyon Fire,2016-09-17T17:20:00Z,12518,100,Santa Barbara,/incidents/2016/9/17/canyon-fire/
69c7b8cc-061e-4ca6-b5e8-83c6ae9d8a25,Pilot Fire,2016-08-07T12:18:00Z,8110,100,San Bernardino,/incidents/2016/8/7/pilot-fire/
33099cdd-ccfc-454e-b5a3-770a69a30bd3,Border Fire,2016-06-19T11:03:00Z,7609,100,San Diego,/incidents/2016/6/19/border-fire/
ffb3293b-3349-49c5-a7cb-c488391e8a72,Sherpa Fire,2016-06-15T15:21:00Z,7474,100,Santa Barbara,/incidents/2016/6/15/sherpa-fire/
346c59b1-375e-4d42-876a-d97b769c939f,Mineral Fire,2016-08-09T13:08:00Z,7050,100,Fresno,/incidents/2016/8/9/mineral-fire/
057fd4e2-7400-4fc4-9b23-3daf67fc8610,Cold Fire,2016-08-02T16:36:00Z,5731,100,Yolo,/incidents/2016/8/2/cold-fire/
b604ffa7-8cee-4724-bb82-f1f4553a192f,Trailhead Fire,2016-06-28T13:55:00Z,5646,100,El Dorado,/incidents/2016/6/28/trailhead-fire/
b604ffa7-8cee-4724-bb82-f1f4553a192f,Trailhead Fire,2016-06-28T13:55:00Z,5646,100,Placer,/incidents/2016/6/28/trailhead-fire/
821c040d-a17c-4934-990f-ca7d441a303a,Owens River Fire,2016-09-17T13:49:00Z,5443,100,Inyo,/incidents/2016/9/17/owens-river-fire/
2b8f9fdc-f812-4d72-9163-c5356d8ae04b,San Gabriel Complex (Formerly Fish & Reservoir Fires),2016-06-20T13:59:00Z,5399,100,Los Angeles,/incidents/2016/6/20/san-gabriel-complex-formerly-fish-reservoir-fires/
ca1227b3-1458-44c9-b32e-2994e309f940,Marek Fire,2016-11-14T05:45:00Z,4824,100,Los Angeles,/incidents/2016/11/14/marek-fire/
2dfac408-d2ab-4ff9-94aa-91be9d07bb59,Loma Fire,2016-09-26T14:42:00Z,4474,100,Santa Clara,/incidents/2016/9/26/loma-fire/
89c304db-e288-4582-90d4-884d57fd71f9,Meadow Fire,2016-10-29T11:15:00Z,4347,100,Tulare,/incidents/2016/10/29/meadow-fire/
a0950d5e-6f35-4023-bb60-6737146ba7bd,Clayton Fire,2016-08-13T18:03:00Z,3929,100,Lake,/incidents/2016/8/13/clayton-fire/
55fa95e6-f09e-42c4-889b-a4b5b63dccf2,Metz Fire,2016-05-22T15:27:00Z,3876,100,Monterey,/incidents/2016/5/22/metz-fire/
50f908c4-841a-4125-8563-5c3e1866ff8a,Roberts Fire,2016-05-18T14:27:00Z,3712,100,San Luis Obispo,/incidents/2016/5/18/roberts-fire/
423df2bd-4464-44e0-8b8a-74f953613287,Curry Fire,2016-07-01T17:16:00Z,2944,100,Fresno,/incidents/2016/7/1/curry-fire/
103e1cb6-0a02-4ca8-8739-4cf77b5d1c98,Pony Fire,2016-06-07T02:45:00Z,2860,100,Siskiyou,/incidents/2016/6/7/pony-fire/
afa76746-3e42-48ed-bff6-e65ef40c6037,Clark Fire,2016-08-04T14:09:00Z,2819,100,Mono,/incidents/2016/8/4/clark-fire/
92c20948-6ff6-4a2c-b13f-32c75e71b16c,Soup Complex,2016-09-17T14:37:00Z,2652,100,Modoc,/incidents/2016/9/17/soup-complex/
1243f711-c29f-4bc3-a7e7-c705a6fc40f2,Willard Fire,2016-09-11T11:33:00Z,2575,100,Lassen,/incidents/2016/9/11/willard-fire/
b8cf80c7-b617-4fe4-91b0-43b40d38c7f6,Coleman Fire,2016-06-04T14:33:00Z,2520,100,Monterey,/incidents/2016/6/4/coleman-fire/
8653f541-d3ca-44b4-9edd-5a4a57349f2f,Pine Fire,2016-06-30T16:55:00Z,2304,100,Ventura,/incidents/2016/6/30/pine-fire/
bd2b7bdc-0f92-451a-a3a5-03569d27c952,Goose Fire,2016-07-30T16:40:00Z,2241,100,Fresno,/incidents/2016/7/30/goose-fire/
59084c8f-904c-42cb-9aa8-cae4a1f8c6ef,Sacata Fire,2016-10-11T12:58:00Z,2100,100,Fresno,/incidents/2016/10/11/sacata-fire/
140def53-175c-4f5d-b8e3-de0643781ff7,Deer Fire,2016-07-01T14:05:00Z,1785,100,Kern,/incidents/2016/7/1/deer-fire/
8d9b87e4-6fdb-49e4-ba6d-be85ffd6b222,Sawmill Fire,2016-09-25T10:43:00Z,1547,100,Sonoma,/incidents/2016/9/25/sawmill-fire/
944e953f-ed28-4b99-8d60-d352c702e6f9,Bogart Fire,2016-08-30T12:25:00Z,1470,100,Riverside,/incidents/2016/8/30/bogart-fire/
ec90eb29-e776-43da-a814-0c41463ae3c9,Dinosaur Fire,2016-06-25T23:45:00Z,1246,100,Merced,/incidents/2016/6/25/dinosaur-fire/
78eccd24-9fe2-4ccd-90fa-a1e0fdc19b41,Roblar Fire,2016-07-21T16:06:00Z,1245,100,San Diego,/incidents/2016/7/21/roblar-fire/
79b446a4-d809-4aa2-9f30-091a05ed697d,Sage Fire,2016-07-09T12:04:00Z,1109,100,Los Angeles,/incidents/2016/7/9/sage-fire/
3a4871dc-2299-4934-8a31-b92780fe31a3,Marshes Fire,2016-09-26T12:20:00Z,1080,100,Tuolumne,/incidents/2016/9/26/marshes-fire/
c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d,Saddle Fire,2016-09-05T16:28:00Z,850,100,Butte,/incidents/2016/9/5/saddle-fire/
a2a6199c-704a-4826-a51b-23e6ee123349,Grade Fire,2016-08-24T14:55:00Z,710,100,Siskiyou,/incidents/2016/8/24/grade-fire/
1bc85249-0d96-42d7-a23f-db99bdce17a4,Marina Fire,2016-06-25T06:30:00Z,650,100,Mono,/incidents/2016/6/25/marina-fire/
da72b0c2-835d-42a5-8fa8-4de5442610cc,Tully Fire,2016-08-22T16:03:00Z,599,100,Humboldt,/incidents/2016/8/22/tully-fire/
fe112320-013f-434e-b66c-101234292711,Fort Fire,2016-07-08T11:15:00Z,554,100,Kern,/incidents/2016/7/8/fort-fire/
e5122d1e-2bfc-4fa6-8152-da309e02c004,99 Fire,2016-08-02T14:35:00Z,550,100,Butte,/incidents/2016/8/2/99-fire/
2656ad63-b3e1-467f-9982-0229fd31c0f5,Range Fire,2016-08-26T10:10:00Z,518,100,Kern,/incidents/2016/8/26/range-fire/
69eaa890-889e-4be9-810d-3dcee8d55981,Colyear Fire,2016-06-30T13:32:00Z,464,100,Tehama,/incidents/2016/6/30/colyear-fire/
db833182-22df-44cc-ba10-0901e74222bc,Willow Fire,2016-08-28T13:07:00Z,450,100,Calaveras,/incidents/2016/8/28/willow-fire/
67c0a269-05bb-4b4f-af22-68a1c5ac3adf,Fiddler Fire,2016-07-08T22:45:00Z,441,100,Shasta,/incidents/2016/7/8/fiddler-fire/
822c934f-11be-48a9-8e60-f3f6802ef24d,Beale Fire,2016-08-18T15:35:00Z,400,100,Yuba,/incidents/2016/8/18/beale-fire/
954fb899-decb-461b-a0dd-76442e3370d3,Tule Fire,2016-08-22T22:00:00Z,395,100,Tulare,/incidents/2016/8/22/tule-fire/
97772dc4-7fde-4412-982c-974b3316e22b,Howard Fire,2016-09-11T14:15:00Z,380,100,Modoc,/incidents/2016/9/11/howard-fire/
5689b708-61e8-4451-8ad6-68d9684704c6,Rancho Fire,2016-06-28T19:02:00Z,372,100,Amador,/incidents/2016/6/28/rancho-fire/
060ef833-2d3f-47d4-a1d4-146d1b9a5928,Hog Fire,2016-09-13T23:10:00Z,360,100,Tehama,/incidents/2016/9/13/hog-fire/
85832754-5848-4454-84fc-8b0a9abbff40,Pacheco Fire,2016-07-12T13:14:00Z,341,100,Calaveras,/incidents/2016/7/12/pacheco-fire/
