UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl,ExternalIncidentLink
d28bc34e-73a8-454d-9e55-dea7bdd40bee,Thomas Fire,2017-12-04T18:28:00Z,281893,100,Santa Barbara,/incidents/2017/12/4/thomas-fire/,NA
d28bc34e-73a8-454d-9e55-dea7bdd40bee,Thomas Fire,2017-12-04T18:28:00Z,281893,100,Ventura,/incidents/2017/12/4/thomas-fire/,NA
f7b03fae-de58-4674-9f4f-d3e9d2762d84,Long Valley Fire,2017-07-11T14:15:00Z,83733,100,Lassen,/incidents/2017/7/11/long-valley-fire/,NA
8caf9d17-d9c3-42e4-a622-30799080c4b9,Modoc July Complex,2017-07-24T12:00:00Z,83120,100,Modoc,/incidents/2017/7/24/modoc-july-complex/,NA
9feb25c4-d3ae-4f78-9fc9-a1ad2b308e42,Detwiler Fire,2017-07-16T15:56:00Z,81826,100,Mariposa,/incidents/2017/7/16/detwiler-fire/,NA
490ae25d-c3d8-4a90-9e75-0ad85e0f629f,Eclipse Complex,2017-08-15T07:55:00Z,78698,100,Siskiyou,/incidents/2017/8/15/eclipse-complex/,NA
be79d28c-767d-4a0d-b168-e86a5842004f,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-08T22:00:00Z,56556,100,Napa,/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/,NA
be79d28c-767d-4a0d-b168-e86a5842004f,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-08T22:00:00Z,56556,100,Sonoma,/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/,NA
676946dc-1b38-4a09-9bbe-9ce638cfed52,Atlas Fire (Southern LNU Complex),2017-10-08T21:52:00Z,51624,100,Napa,/incidents/2017/10/8/atlas-fire-southern-lnu-complex/,NA
676946dc-1b38-4a09-9bbe-9ce638cfed52,Atlas Fire (Southern LNU Complex),2017-10-08T21:52:00Z,51624,100,Solano,/incidents/2017/10/8/atlas-fire-southern-lnu-complex/,NA
6ee351a7-9382-48bc-a161-b417f7560ff9,Garza Fire,2017-07-09T15:10:00Z,48889,100,Kings,/incidents/2017/7/9/garza-fire/,NA
d43c681d-b57e-47e6-a6ad-e3ed08de9ff7,Miller Complex,2017-08-14T14:00:00Z,39715,100,Siskiyou,/incidents/2017/8/14/miller-complex/,NA
82c2aafa-ef04-49f0-a172-0dfa8a15582e,Tubbs Fire (Central LNU Complex),2017-10-08T21:45:00Z,36807,100,Napa,/incidents/2017/10/8/tubbs-fire-central-lnu-complex/,NA
82c2aafa-ef04-49f0-a172-0dfa8a15582e,Tubbs Fire (Central LNU Complex),2017-10-08T21:45:00Z,36807,100,Sonoma,/incidents/2017/10/8/tubbs-fire-central-lnu-complex/,NA
c8ebf0c1-e560-4e22-a946-129af8699dfb,Pier Fire,2017-08-29T08:29:00Z,36556,100,Tulare,/incidents/2017/8/29/pier-fire/,NA
c229ea5c-2ebd-4f80-892e-fc5da8a1eeea,Redwood Valley Fire (Mendocino Lake Complex),2017-10-08T23:36:00Z,36523,100,Mendocino,/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/,NA
5a43b164-04d0-46ea-992e-ea5aa283305f,Alamo Fire,2017-07-06T15:44:00Z,28687,100,San Luis Obispo,/incidents/2017/7/6/alamo-fire/,NA
51bf0e2a-7f1f-4fe1-aeaa-70510ad42d0e,Orleans Complex,2017-07-26T18:00:00Z,27276,100,Siskiyou,/incidents/2017/7/26/orleans-complex/,NA
220a986e-6d2c-4893-9473-232d1e1abf0c,Helena - Fork Fire,2017-08-30T18:00:00Z,21846,100,Trinity,/incidents/2017/8/30/helena-fork-fire/,NA
f2e55878-e387-412b-a067-dadc649bed43,Lion Fire,2017-09-27T14:00:00Z,18900,100,Tulare,/incidents/2017/9/27/lion-fire/,NA
49757269-445f-4525-8698-858d8e0a5398,R-4 Fire,2017-08-30T08:30:00Z,18618,100,Lassen,/incidents/2017/8/30/r-4-fire/,NA
dfd1e0d9-42b5-436a-aa83-ffcbbb7a6145,Whittier Fire,2017-07-08T13:43:00Z,18430,100,Santa Barbara,/incidents/2017/7/8/whittier-fire/,NA
0de36981-b31f-45c7-befd-1596f982e7db,Pocket Fire (Central LNU Complex),2017-10-09T03:30:00Z,17357,100,Sonoma,/incidents/2017/10/9/pocket-fire-central-lnu-complex/,NA
0624b038-7a97-4294-a7b5-074e3dfa4fb7,Schaeffer Fire,2017-06-24T16:16:00Z,16031,100,Tulare,/incidents/2017/6/24/schaeffer-fire/,NA
a245b55b-3eb7-49dd-9a5e-909d53854055,Creek Fire,2017-12-05T03:44:00Z,15619,100,Los Angeles,/incidents/2017/12/5/creek-fire/,NA
7cc06465-bf2a-4df2-a68d-5f330e1cea42,Buck Fire,2017-09-12T17:42:00Z,13417,100,Trinity,/incidents/2017/9/12/buck-fire/,NA
9989e07d-5125-472d-9601-0d7158b13073,Railroad Fire,2017-08-29T12:19:00Z,12407,100,Madera,/incidents/2017/8/29/railroad-fire/,NA
65062933-27cf-48d7-8e4c-9a7ac78e65ff,Elm Fire,2017-05-18T13:11:00Z,10343,100,Fresno,/incidents/2017/5/18/elm-fire/,NA
608ed849-d1ec-4b0d-a477-d1b8e9c7e6dd,Cascade Fire (Wind Complex),2017-10-08T23:03:00Z,9989,100,Yuba,/incidents/2017/10/8/cascade-fire-wind-complex/,NA
969c721c-5f27-41d4-9a94-ffa12e351204,Canyon 2 Fire,2017-10-09T09:51:00Z,9217,100,Orange,/incidents/2017/10/9/canyon-2-fire/,NA
71ea2924-bc37-44f4-b454-47eff22e426c,Slinkard Fire,2017-08-29T15:15:00Z,8925,100,Mono,/incidents/2017/8/29/slinkard-fire/,NA
adf929a5-d508-4f69-8845-8fa1df8d4f95,Cherokee Fire,2017-10-08T21:45:00Z,8417,100,Butte,/incidents/2017/10/8/cherokee-fire/,NA
2995e2b3-f18d-44ec-952f-9f148b8354d9,Empire Fire,2017-08-01T08:45:00Z,8094,100,Mariposa,/incidents/2017/8/1/empire-fire/,NA
3e005fd9-11a4-4145-a71f-8a4cf9a1341a,Parker 2 Fire,2017-08-03T14:00:00Z,7697,100,Modoc,/incidents/2017/8/3/parker-2-fire/,NA
c2bf9820-7e90-43c4-bd3d-1b26ef7ada51,La Tuna Fire ,2017-09-01T13:26:00Z,7194,100,Los Angeles,/incidents/2017/9/1/la-tuna-fire/,NA
b02ec4f1-ac5c-4b22-b7fa-5834af16d807,South Fork Fire,2017-08-14T14:28:00Z,7000,100,Mariposa,/incidents/2017/8/14/south-fork-fire/,NA
ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64,Manzanita Fire,2017-06-26T15:10:00Z,6309,100,Riverside,/incidents/2017/6/26/manzanita-fire/,NA
4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5,LaPorte Fire (Wind Complex),2017-10-09T00:57:00Z,6151,100,Butte,/incidents/2017/10/9/laporte-fire-wind-complex/,NA
1e11fa40-e850-45d2-b65e-05aadc9f02f1,Rye Fire,2017-12-05T11:31:00Z,6049,100,Los Angeles,/incidents/2017/12/5/rye-fire/,NA
b77ff66d-d8ee-49c9-bd0f-92a4350a095a,Mud Fire,2017-08-29T14:36:00Z,6042,100,Lassen,/incidents/2017/8/29/mud-fire/,NA
8816f0da-0818-499a-9ff6-ba4fd56ca7c8,Wall Fire,2017-07-07T14:52:00Z,6033,100,Butte,/incidents/2017/7/7/wall-fire/,NA
